id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_available,state
1304,"Delhi to Chandigarh",https://redbus.in/bus-tickets/delhi-to-chandigarh,"Laxmi holidays","Volvo 9600 A/C Semi Sleeper (2+2)",17:00:00.000000,"05h 50m",22:50:00.000000,0,665.00,0,"CTU RTC"
1305,"Yamuna Nagar to Chandigarh",https://redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,"Zimindara Travels","AC Sleeper (2+1)",20:30:00.000000,"02h 45m",23:15:00.000000,0,599.00,7,"CTU RTC"
1306,"Yamuna Nagar to Chandigarh",https://redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,"SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.)","VE A/C Seater / Sleeper (2+1)",20:40:00.000000,"02h 50m",23:30:00.000000,0,799.00,7,"CTU RTC"
1307,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Vijay Tour and Travels","Bharat Benz A/C Seater /Sleeper (2+1)",21:30:00.000000,"02h 50m",00:20:00.000000,0,719.00,7,"CTU RTC"
1308,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"City Land Travels","Volvo A/C Semi Sleeper (2+2)",23:55:00.000000,"02h 05m",02:00:00.000000,0,1260.00,20,"CTU RTC"
1309,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Vijay Tour and Travels","Volvo 9600 A/C Sleeper (2+1)",23:30:00.000000,"02h 30m",02:00:00.000000,0,854.00,36,"CTU RTC"
1310,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Om Sidh Express","Volvo A/C Semi Sleeper (2+2)",23:55:00.000000,"01h 35m",01:30:00.000000,0,523.00,5,"CTU RTC"
1311,"Chandigarh to Baijnath",https://redbus.in/bus-tickets/chandigarh-to-baijnath,"Chandigarh Transport Undertaking (CTU) - 165825","HVAC Seater (2+3)",20:08:00.000000,"09h 00m",05:08:00.000000,0,611.00,41,"CTU RTC"
1312,"Chandigarh to Baijnath",https://redbus.in/bus-tickets/chandigarh-to-baijnath,"Laxmi holidays","Scania Multi-Axle AC Semi Sleeper (2+2)",23:55:00.000000,"06h 35m",06:30:00.000000,0,1519.00,4,"CTU RTC"
1313,"Delhi to Srinagar",https://redbus.in/bus-tickets/delhi-to-srinagar,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)",20:00:00.000000,"19h 20m",15:20:00.000000,0,2887.00,16,JKSRTC
1314,"Delhi to Srinagar",https://redbus.in/bus-tickets/delhi-to-srinagar,"Zingbus Plus","A/C Sleeper (2+1)",21:35:00.000000,"19h 30m",17:05:00.000000,0,3389.00,5,JKSRTC
1315,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"BLUE HILL TRAVELS INDIA LIMITED","NON A/C Seater Semi Sleeper (2+1)",21:15:00.000000,"05h 45m",03:00:00.000000,0,500.00,21,ASTC
1316,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"BLUE HILL TRAVELS INDIA LIMITED","NON A/C Seater Semi Sleeper (2+1)",21:45:00.000000,"05h 30m",03:15:00.000000,0,450.00,8,ASTC
1317,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"DESTINY TRAVELS","NON A/C Seater (2+1)",23:00:00.000000,"05h 15m",04:15:00.000000,0,488.00,28,ASTC
1318,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"Himalayan Travels","NON AC Seater / Sleeper 2+1",23:40:00.000000,"04h 20m",04:00:00.000000,0,500.00,13,ASTC
1319,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"DESTINY TRAVELS","NON A/C Seater (2+1)",22:15:00.000000,"0-19h 0-30m",03:45:00.000000,0,445.00,24,ASTC
1320,"Guwahati to Tezpur",https://redbus.in/bus-tickets/guwahati-to-tezpur,"WARISPIYA TRAVELS","Bharat Benz A/C Seater (2+2)",16:15:00.000000,"03h 25m",19:40:00.000000,0,360.00,20,ASTC
1321,"Guwahati to Tezpur",https://redbus.in/bus-tickets/guwahati-to-tezpur,"Kalpana Travels","AC Seater (2+2)",16:50:00.000000,"03h 25m",20:15:00.000000,0,370.00,1,ASTC
1322,"Dhubri to Guwahati",https://redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,"Non AC Seater (2+2)",20:15:00.000000,"07h 15m",03:30:00.000000,0,350.00,37,ASTC
1323,"Dhubri to Guwahati",https://redbus.in/bus-tickets/dhubri-to-guwahati,"MAA MONOSHA TRAVELS","NON A/C Seater (2+1)",20:00:00.000000,"07h 30m",03:30:00.000000,0,350.00,5,ASTC
1324,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"MMK Travels","A/C Seater / Sleeper (2+1)",22:30:00.000000,"09h 00m",07:30:00.000000,0,800.00,14,"KERALA RTC"
1325,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"DLT BUS","A/C Sleeper (2+1)",22:30:00.000000,"09h 00m",07:30:00.000000,0,1299.00,12,"KERALA RTC"
1326,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)",22:30:00.000000,"08h 15m",06:45:00.000000,0,799.00,18,"KERALA RTC"
1327,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"AdSAAM BUS","VE A/C Sleeper (2+1)",21:45:00.000000,"09h 00m",06:45:00.000000,0,900.00,4,"KERALA RTC"
1328,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1329,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","A/C Seater / Sleeper (2+1)",20:05:00.000000,"03h 54m",23:59:00.000000,0,550.00,27,"KERALA RTC"
1330,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","NON A/C Semi Sleeper (2+2)",21:00:00.000000,"04h 30m",01:30:00.000000,0,400.00,25,"KERALA RTC"
1331,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)",22:10:00.000000,"04h 30m",02:40:00.000000,0,700.00,15,"KERALA RTC"
1332,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)",22:30:00.000000,"02h 59m",01:29:00.000000,0,700.00,0,"KERALA RTC"
1333,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"P K Travels","A/C Sleeper (2+1)",20:00:00.000000,"10h 00m",06:00:00.000000,0,950.00,22,"KERALA RTC"
1334,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"MMK Travels","A/C Sleeper (2+1)",21:00:00.000000,"08h 30m",05:30:00.000000,0,850.00,14,"KERALA RTC"
1335,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"SKS Tours & Travels","A/C Sleeper (2+1)",21:00:00.000000,"09h 00m",06:00:00.000000,0,849.00,14,"KERALA RTC"
1336,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"AdSAAM BUS",,20:30:00.000000,"09h 45m",06:15:00.000000,0,800.00,5,"KERALA RTC"
1337,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1338,"Ernakulam to Kozhikode",https://redbus.in/bus-tickets/ernakulam-to-kozhikode,"Ubc travels","A/C Seater/Sleeper (2+1)",20:45:00.000000,"06h 15m",03:00:00.000000,0,900.00,23,"KERALA RTC"
1339,"Ernakulam to Kozhikode",https://redbus.in/bus-tickets/ernakulam-to-kozhikode,"Kalpaka Travels 1","A/C Sleeper (2+1)",20:55:00.000000,"05h 35m",02:30:00.000000,0,800.00,14,"KERALA RTC"
1340,"Ernakulam to Kozhikode",https://redbus.in/bus-tickets/ernakulam-to-kozhikode,"Sheraton Tours and Travels","A/C Seater/Sleeper (2+1)",21:00:00.000000,"04h 45m",01:45:00.000000,0,720.00,8,"KERALA RTC"
1341,"Ernakulam to Kozhikode",https://redbus.in/bus-tickets/ernakulam-to-kozhikode,"Sona Travels","Bharat Benz A/C Sleeper (2+1)",21:00:00.000000,"05h 45m",02:45:00.000000,0,800.00,18,"KERALA RTC"
1342,"Ernakulam to Kozhikode",https://redbus.in/bus-tickets/ernakulam-to-kozhikode,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1343,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)",17:25:00.000000,"05h 40m",23:05:00.000000,0,549.00,15,"KERALA RTC"
1344,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)",17:30:00.000000,"06h 00m",23:30:00.000000,0,550.00,12,"KERALA RTC"
1345,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"Suraj Holidays","NON AC Seater / Sleeper 2+1",23:55:00.000000,"06h 05m",06:00:00.000000,0,700.00,0,"KERALA RTC"
1346,"Kozhikode to Mysore",https://redbus.in/bus-tickets/kozhikode-to-mysore,"NS Transports","Non A/C Seater / Sleeper (2+1)",19:30:00.000000,"07h 00m",02:30:00.000000,0,699.00,8,"KERALA RTC"
1347,"Kozhikode to Mysore",https://redbus.in/bus-tickets/kozhikode-to-mysore,"A1 Travels","A/C Seater / Sleeper (2+1)",20:00:00.000000,"08h 00m",04:00:00.000000,0,600.00,21,"KERALA RTC"
1348,"Kozhikode to Mysore",https://redbus.in/bus-tickets/kozhikode-to-mysore,"SAAM BUS","VE A/C Sleeper (2+1)",20:30:00.000000,"07h 30m",04:00:00.000000,0,800.00,6,"KERALA RTC"
1349,"Kozhikode to Mysore",https://redbus.in/bus-tickets/kozhikode-to-mysore,"NS Transports","Non A/C Seater / Sleeper (2+1)",20:31:00.000000,"05h 59m",02:30:00.000000,0,699.00,25,"KERALA RTC"
1350,"Kozhikode to Mysore",https://redbus.in/bus-tickets/kozhikode-to-mysore,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1351,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)",22:10:00.000000,"02h 20m",00:30:00.000000,0,762.00,25,"KERALA RTC"
1352,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Madhavi Travels","A/C Sleeper (2+1)",22:20:00.000000,"02h 50m",01:10:00.000000,0,999.00,1,"KERALA RTC"
1353,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",23:15:00.000000,"02h 25m",01:40:00.000000,0,700.00,16,"KERALA RTC"
1354,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Madhavi Travels",,23:30:00.000000,"02h 25m",01:55:00.000000,0,899.00,0,"KERALA RTC"
1355,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1356,"Kozhikode to Thiruvananthapuram",https://redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",23:30:00.000000,"08h 00m",07:30:00.000000,0,999.00,20,"KERALA RTC"
1357,"Kozhikode to Thiruvananthapuram",https://redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"A1 Travels","A/C Seater / Sleeper (2+1)",20:05:00.000000,"09h 25m",05:30:00.000000,0,650.00,17,"KERALA RTC"
1358,"Kozhikode to Thiruvananthapuram",https://redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"A1 Travels","NON A/C Semi Sleeper (2+2)",21:00:00.000000,"09h 00m",06:00:00.000000,0,550.00,27,"KERALA RTC"
1359,"Kozhikode to Thiruvananthapuram",https://redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"A1 Travels",,22:30:00.000000,"07h 30m",06:00:00.000000,0,700.00,0,"KERALA RTC"
1360,"Kozhikode to Thiruvananthapuram",https://redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1361,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Sonia Travels","A/C Seater/Sleeper (2+1)",23:30:00.000000,"06h 45m",06:15:00.000000,0,750.00,15,"KERALA RTC"
1362,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",23:30:00.000000,"05h 20m",04:50:00.000000,0,999.00,19,"KERALA RTC"
1363,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Madhavi Travels","A/C Sleeper (2+1)",23:40:00.000000,"07h 00m",06:40:00.000000,0,999.00,15,"KERALA RTC"
1364,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1365,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1366,"Thrissur to Kozhikode",https://redbus.in/bus-tickets/thrissur-to-kozhikode,"Sheraton Tours and Travels","A/C Seater/Sleeper (2+1)",22:27:00.000000,"03h 18m",01:45:00.000000,0,480.00,27,"KERALA RTC"
1367,"Thrissur to Kozhikode",https://redbus.in/bus-tickets/thrissur-to-kozhikode,"Greenline kerala","A/C Seater Push Back (2+2)",23:50:00.000000,"02h 55m",02:45:00.000000,0,500.00,13,"KERALA RTC"
1368,"Thrissur to Kozhikode",https://redbus.in/bus-tickets/thrissur-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",22:31:00.000000,"02h 54m",01:25:00.000000,0,1100.00,23,"KERALA RTC"
1369,"Thrissur to Kozhikode",https://redbus.in/bus-tickets/thrissur-to-kozhikode,"Adrin Travels","A/C Seater/Sleeper (2+1)",23:05:00.000000,"02h 55m",02:00:00.000000,0,1000.00,13,"KERALA RTC"
1370,"Thrissur to Kozhikode",https://redbus.in/bus-tickets/thrissur-to-kozhikode,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1371,"Pune to Goa",https://redbus.in/bus-tickets/pune-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 141177","Non AC Seater 2+2",19:00:00.000000,"10h 00m",05:00:00.000000,0,1000.00,1,KTCL
